id,type,text,label
1290,safe,tapi rasanya kena buat gak eh. dalam report,0
1291,safe,"Saya menyimpulkan, kita debat diantara karena kita yg cupu ilmu nya, atau kemungkinan pertanggungjawaban pasca penelitian yg moal kepegang. Atau rasa sayang ortu di kampus yg pengen kita lulus cepat",0
1292,safe,okeii so takpela kita boleh start on this terus jela dulu,0
1293,safe,"saya keluar kota sd jumat, senin tgl 12 pagi aja (jam 9), gabung sama gameprog.",0
1294,safe,Oh oke de. kalau selanjutnya isi deposit transfer kmn?,0
1295,phishing,Dukung rehabilitasi & pengembangan potensi anak berkebutuhan khusus di YPAC Jakarta. Mari berbagi melalui SMS Donasi dengan mengetik *123*65#,1
1296,phishing,"TOKO NIAGA-CELL Disc 45% Khusus PROMO :- Blackberry- NOKIA- SAMSUNG- IPHONE dll, Info Hub/sms ke : 082-33333-783 Buka Website Kami : www.niaga-cell.blogspot.com",1
1297,safe,"Struktur Data, PLA, Skripsi, dan Sidang",0
1298,safe,"Oh saya udh berangkat kayanya, ga ada koneksi..",0
1299,phishing,"Dana Tunai (KTA) bunga 0,99% hingga 300 jt. Syarat KTP & CC.
Bisa Dgn BPKB rate 0.99% 3 hari CAIR . hub AYU 081584650877 (WA).mhn maaf bila menggangu",1
1300,phishing,Nama saya Theresa & saya ada RM2000 untuk dipindahkan kepada anda bagi kerja-kerja amal bagi membantu golongan miskin di tempat anda India.,1
1301,phishing,Hari Rabu saatnya blanja di blanja.com & Nikmati diskon spesial untuk transaksi dengan TCASH! S&K Berlaku. Klik blj.co/tcashrabu,1
1302,safe,tadi kitorang request dapat by next week so inshallah akan dapat yang tu. for now kita extract je info yang mana ada,0
1303,safe,Saya brsik masih cuti bati ke kantor har rabu,0
1304,safe,Kalo mau masak bawa bahannya dr rumah masing2 biar irit wkwk,0
1305,safe,Assalamualaikum Pak. Ini dg nama1 ilkom 2012. Maaf Pak td saya ninggalin proposal di meja Bapak di atas printer. Terima kasih Pak.,0
1306,safe,"Selamatkan diri kalian guys, karna ""lulus bareng"" hanyalah kata hiburan semata",0
1307,phishing,GRATIS Whatsapp seharian! Cukup beli Internet Harian 100MB seharga Rp1500. Balas SMS ini dgn ketik JR utk membeli. N091,1
1308,phishing,Tri berBAGI bonus PULSA di bulan pernuh berkah! Isi pulsa min. 5rb dapet bonus pulsa 10rb utk nelp ke nmr Tri! Hanya hari ini saja! Ayo buruan isi pulsa! T496,1
1309,phishing,AirAsia: Dapatkan tiket percuma untuk pengguna baru tersedia. Daftar & tuntut sebelum pukul 11 malam: <link>.,1
1310,safe,Iyaaa makanan bumbu dsb juga biar bisa dibawa dr rumah supaya irit hehehe,0
1311,phishing,"Weh ni aku… aku tengah emergency sikit sekarang, ada bayaran penting kena settle… boleh transfer sikit dulu?",1
1312,safe,Ayam kita menunya banyak bu...ada ayam bakar.kremes. cabe ijo. Lada hitam. Asam manis. Rica rica. Baberque. Untuk isinya nasi.ayam.lalapan.sambal. tempe tahu . air mineral gelas. Bu...maaf bu kita ada paket yang 16rb s/d 19rb. Kalau boleh tau anggaran ibu berapa ya,0
1313,phishing,"Bisa Internetan 1,5GB CUMA dengan 20rb, paket berlaku 90 hari. MAU?? Ketik YA ke 919. Penawaran berlaku s/d 8 Januari 2016",1
1314,safe,"gatau tadi bapa nya keburu jumatan , pokonya suruh ngumpul dlu gt katanya",0
1315,safe,asalkan dia ada IT dep or sector in the company,0
1316,phishing,"MODAL USAHA : Solusi keuangan anda hanya copy ktp, kartu kredit, npwp, no rek pribdi bisa dapat 125 - 200 jt dr bank hub LIA di 085710489257 082112755426 91066949",1
1317,phishing,"Pelanggan dihormati, bungkusan JT anda tidak dapat dihantar kerana caj kastam belum dibayar. Sila jelaskan RM3.80 untuk proses pelepasan: <link>",1
1318,safe,Ajakin ke soekarno hatta aja nama1 . Makan di eatboss soekarno hatta wkwkw,0
1319,phishing,(REF: A0091) Notis penyemakan cukai. Maklumat anda tidak padan dalam sistem. Kemaskini: <fake-link>,1
1320,safe,Data_pasien itu no_medrec sdgkn daftar ulang itu pake no_register karna field yg akan diisi saat daftar ulang beda maka tablenya beda,0
1321,safe,nanti aku dah submit aku send sini screenshot,0
1322,safe,"bebas nama1, terus nanti kalau ada tgl libur, pajuin aja misal jadi kamis atau sabtu.",0
1323,phishing,"TOKO JAYA BB,,, discount 50% berbagai type BLACKBERRY Gemini 900 ribu, Torch 2,5 jt, Dakota 2,8 jta NOKIA& SAMSUNG, Info klik www.jayabb.com",1
1324,safe,Tp berapa lama lagi ya Pak?,0
1325,safe,Aamiin. Makasih semuanya..semoga teman2 cepat nyusul dan semoga segala urusannya diberikan kelancaran oleh Allah.aamiin,0
1326,safe,kalau camtu en weh,0
1327,phishing,"PROMO: Beli paket Flash mulai 1GB di MY TELKOMSEL APP dpt EXTRA kuota 2GB 4G LTE dan EXTRA nelpon hingga 100mnt/1hr. Buruan, cek di tsel.me/mytsel1 S&K",1
1328,phishing,"Lebih hemat langganan paket Internet MINGGUAN dgn kuota 250MB Cuma Rp 10,000. Caranya gampang cukup ketik KUOTA (SPASI) 10K ke 363.",1
1329,phishing,Surat Keputusan PT.TRI CARE Slamat No.Anda Resmi Meraih Hadiah TOYOTA YARIS PIN Undian:477FBG7S Info Hub:089636872499 KLIK:www.pusat-tricare.com,1
1330,safe,hm groupmate aku tak reti buat report. kalau boleh semua benda nak point form,0
1331,safe,semoga dimurahkan rezeki,0
1332,phishing,"Akaun Touch ‘n Go eWallet anda dikesan log masuk dari peranti tidak dikenali pada 6:07 PM. Jika ini bukan anda, hentikan akses dengan segera: https://tng-update-sec.com/alert",1
1333,phishing,"YTH,MIitra Silahkan cek poin anda dan tukarkan ke admin kami dengan format PO.PIN kirim ke +62xxxxxxxxxx",1
1334,phishing,Surat Keputusan dari Tri Care Indonesia No.XV/2015 Pin_Pemenang ANDA : 67ytg44 mendapatkan hadiah cek tunai Rp 45 jt. U/INFO kunjungi: www.id.tri.webnode.com.,1
1335,safe,"weh aku tengah plan balik kampung. kau jadi balik tak raya ni? kalau jadi, jom laa jumpa kita open table hihi",0
1336,safe,hmmm tiket ke batam berapa duit gile~,0
1337,phishing,Plg Yth: Simcard anda mendptkan bonus poin plus-plus 555 dr:PT.INDOSAT pin anda:277fg49 u/info klik di www.indosat-555.blogspot.com atau Hub:021-3338-0074.,1
1338,safe,pakai group yang ni jugak,0
1339,phishing,"Selamat anda telah terdaftar member M-PULSA dengan kode agen D303-111 Pin anda 1234 Saldo anda Rp,0.- untuk menambah saldo Ketik INFO Kirim ke +6287820008358",1
1340,safe,"Baik Pak, bsk sekalian kami bawa form penilaian ya Pak, dan berkas lainnya.",0
1341,phishing,Scam Alert: No. anda tersenarai dalam siasatan penipuan bank. Sila buat semakan segera: <link>.,1
1342,phishing,"Shopee: Refund RM350 anda akan diproses, namun maklumat bank tidak lengkap. Kemaskini sekarang: <link>",1
1343,phishing,"Assalamualaikum bang,saya tersalah hantar otp dekat nombor abang. Boleh tolong bagi balik? Saya tak boleh login bank saya sekarang.. 😭",1
1344,safe,Hmm sebenernya itu cuman eksekusi jquery di control sep. Coba cek jquery yg dicotroller waktu klik button. Kan ke controller yg buat nyetak pdf,0
1345,safe,"Dear user , Kindly note that follow up session is as below;Details: Wed 29 Oct, 2025 10:00 AM - 5:30PM (WALK IN) Patient Review Address : iVET PETCARE Animal Clinic (Kuala Lumpur) Until then, iVET wish him/her for a smooth recovery and see you later!Love, iVET PETCARE Animal Clinic (Kuala Lumpur) It's an auto-generated reminder, please call the clinic for any inquiries.",0
1346,safe,salam tido ke,0
1347,safe,"Salam. Ni [name] ke? Saya [name] classmate awak, nak tanya sikit pasal kerja kalau boleh",0
1348,safe,"Lebay gt katanya ""meni gitu ama mamanya teh gak blg2""",0
1349,safe,"Perginya naik kelapa turun di pasar bunga wastukencana, terus naik caringin-sadang serang atau jalan",0
1350,safe,"dalam docs tu kita dah add a few questions, mostly based on the assessment brief punya content je. jadi if anyone ada additional question ideas boleh jee insert sekali dulu, since kita pun tak tahu if ada min/max number of questions",0
1351,phishing,"Nelpon MURAH hanya Rp 2500/panggilan ke MAL, SIN, Thailand, HK, China & USA dgn tekan 01016+Kode Negara+No Tujuan. Info: www.indosatooredoo.com/flatcall2500",1
1352,safe,"Saya buat banyak seri untuk PG, oleh karena itu jangan terlalu berharap bisa lihat punya teman (mungkin ini penyebab nilai PG jeblok kemarin?), waktunya akan terbatas dan ruangannya kita pake yg besar.",0
1353,phishing,"PROMO: Beli paket Flash mulai 1,3 GB di My Telkomsel App dpt EXTRA nelpon hingga 100mnt/1hr. Buruan, promo terbatas! S&K",1
1354,phishing,LAZADA EXPRESS : Parcel anda gagal dihantar kerana caj tambahan RM3.20 belum dijelaskan. Bayar sekarang: <link>.,1
1355,phishing,"ShopeePay: Terdapat percubaan pengeluaran RM900.00. Jika bukan anda, sila tekan pautan pembatalan: <link>",1
1356,safe,Besok saya ada rapat dinas.. Selasa aja ya...,0
1357,phishing,Selamat! Anda sudah mengaktifkan INSTINK utk dpt info menarik dari Telkomsel. Info berhenti program:*600*600#. CS:133/188,1
1358,safe,oke. bentar aku solat dulu,0
1359,safe,"nama1 aku lg ngerjain tes ngoding di upi net, kalo mo pake motornya boleh, tp motornya jauh bgt",0
1360,phishing,"Kesempatan jadi AGEN PULSA MKIOS ALL Operator harga V5=4500, V10=8500, V20=18rb, V25=23rb, V50=45rb, V100=90rb Cara Ketik Daftar kirim ke 087888366677",1
1361,safe,Ke kantor siang aja..,0
1362,phishing,JANGAN LUPA kirim 50 SMS sd 16 Juni 2013 utk mendptkan Gratis 50 SMS ke sesame Indosat selama 2 hr (berlaku 1x selama periode prog). Info:100. US6,1
1363,phishing,Sensasi seru main game yang belum pernah ada. Ayo bergabung dengan para heroes di Game HIT. Download Gratis di http://bit.ly/2c6jsXN,1
1364,phishing,Pesan resmi dari 3care Bahwa saya mendapatkan undian ketiga uang tunai 100juta.www.tri-indonesia2016.blogspot.com,1
1365,phishing,YTH kpd bpk/ibu sy Eka Novitasari kariyawan 3care sudah M-hub anda tdk tersambung dgn hormat hal ini kami sampaikan melalui sms singkat dr layanan kami bahwa selamat no anda M-dptkan hadiah 1 unit mobil Toyota Avanza dgn PIN:47V27 dr undian rejeki 3care periode utama 2014.u/info lebih lanjut kunjungi www.rejekiundian3care.jimdo.com,1
1366,safe,Guys ada yg bermotor mau ngampus gak? Temenin ambil foto laaah (unbearable),0
1367,phishing,"BONUS PULSA 50% dari Indosat Ooredoo, MAU?? Ketik *345# dan call dari HP kamu sebelum 28 April 2016",1
1368,phishing,"Solusi praktis khusus pemegang kartu kredit nikmati kemudahan Kredit Tanpa agunan 5 - 150jt dgn max pinj 5 X limit, HUB FANY 02194521396 ( abaikan jika tdk berminat )",1
1369,safe,"mintak details company and pic tu dulu, then text madam lily",0
1370,phishing,"Dapatkan EXTRA kuota 2GB 4G LTE dan EXTRA nelpon hingga 100mnt/1hr dg beli paket FLASH mulai 1GB di MY TELKOMSEL APP. Buruan, cek di tsel.me/mytsel1 S&K",1
1371,safe,"persiapkan dengan dokumen draftnya diambil di ruang saya, slide presentasi tuk pengujian..",0
1372,safe,semalam aku nampak dia. lalu depan aku,0
1373,phishing,Nikmati EXTRA 2GB 4G LTE + EXTRA kuota hingga 1GB midnight dg beli pkt FLASH 1GB/30hr mulai Rp 43rb di *363*49# Cek tarif di tsel.me/FL SKB,1
1374,phishing,"HSBC mengingatkan anda bahawa Mata Ganjaran anda (5,036) akan tamat tempoh hari ini. Sila layari untuk menebus hadiah anda: https://hsbcres.top.my",1
1375,phishing,"Helo, kami ByteDance. Resume anda telah disyorkan kepada syarikat kami oleh perekrut dari Jobstreet. Saya kagum dengan pengalaman kerja anda dari resume. Saya mempunyai kedudukan yang sangat baik di pihak saya dan ingin mengesyorkannya kepada anda. Jika anda berminat, sila klik pada pautan untuk menghubungi pengurus kami. Terima kasih!",1
1376,safe,sini lagi teruk bhai facilities,0
1377,phishing,"KHUSUS buat kamu. PAKET internet hanya 10ribu dgn kuota 1.5GB selama 30hr, berlaku 24Jam di Jaringan tercepat Indosat. Balas SMS ini ketik YA ke 919 sd 22 Mei 15",1
1378,safe,"Isi saldo nya bisa di grapari, indomaret, ato di tf dari bca",0
1379,phishing,"Hello dear, saya cuba hubungi awak melalui whstapp tapi tak dpt. Saya ingin bayar booking homestay awak tapi sistem tak detect. Boleh klik sini untuk verify? <link>",1
1380,safe,"Aslm… Ni saya sepupu awak, yang kita jumpa masa kenduri haritu. Nak tanya khabar je, lama tak borak 😊",0
1381,safe,"Ada nama1 . Tpi gatau msh berfungsi atau engga, udh lama ga dipake sih",0
1382,phishing,"Salam sejahtera, saya seorang kakitangan SHOPEE mall.Adakah anda memerlukan pekerjaan???Kini SHOPEE Mall sedang mencari penganjur produk dalam talian.- Tidak perlu membayar apa-apa- Jana pendapatan RM50 - RM500- Bekerja dalam masa fleksibel di rumah atau di mana sahaja yang anda inginkan dalam masa 15 minit- Kandungan kerja sangat mudah. ​​Kami membantu peniaga untuk meningkatkan ulasan dan jualan data bagi menarik perhatian pembeli di platform membeli-belah dalam talianJika anda berminat, sila berikan kami maklumat di bawah:- Hanya katakan ""YA""- Nama anda- Umur anda- Jantina anda (Lelaki atau Perempuan)",1
1383,phishing,Aslm… saya kawan abang awak… sekarang tengah hospital… accident… bil tinggi sangat… boleh bantu transfer sikit?,1
1384,phishing,Pelanggan Yth. Update informasi tarif terbaru anda di tsel.me/as atau hubungi 188 (Rp 300/call).,1
1385,safe,Maaf bu kalau pesanannya bebek atau ayam ya,0
1386,phishing,RM0 Pakej anda tertahan di pusat penghantaran kerana caj kastam belum dijelaskan. Sila buat pengesahan segera melalui pautan berikut untuk elakkan pemulangan: https://tinyurl.com/verify-shipping,1
1387,phishing,Ini no rekeningnya BRI.A/n.A.SRI NARTI NO.rek.2219-01-001948-50-7.,1
1388,safe,Memperbaiki bug2 karna ganti db bbrp. Lg enak nonton td ditelfon 😂,0
1389,phishing,"SELAMAT, Anda memenangkan 1 UNIT MOBIL FREED dr TELKOMSEL, Edisi THN 2013 di undi tdi mlm pkl 23:30 di RCTI U/info Hub : 082329676767 H. MULYADI Pengirim : +777",1
1390,phishing,Nasabah BANK BRI yth; No Rek Anda Mdpt hadiah Cek Rp. 27jt Dari BRI UNTUNG BELIUNG BRITAMA Pin Anda: (ijh76k79) Info klik di www.info,1
1391,phishing,BONUS PULSA 50rb cuma dgn isi ulang 25rb!! Hny Indosat yg bisa begini. Penawaran berlaku s/d 11 April 2016. Bonus 1x utk digunakan ke sesama Indosat Ooredoo,1
1392,phishing,Ini Rekeningnya BANK MANDIRI. NO.Rek:150-00-1002402-2.A/n: MURTIANI,1
1393,safe,"Selain dicetak, rundown jg dkrm ke email di nama1 nuhun. Dtgu d prodi sampai 4.30. Dipercepat 30 menit.",0
1394,phishing,"Spesial untuk Anda! Paket Flash Volume Ultima, kuota 1,8GB/30hr, kuota lebih banyak! Harga mulai Rp60rb di *100*473#. Tarif&lokasi cek di tsel.me/FL",1
1395,phishing,"DISKON 50% utk Kacamata Lengkap + Bonus Kacamata Hitam, Tunjukan SMS ini di JL Gatot Soebroto 88 T.7333812. S&amp;K Berlaku.Promo*606#",1
1396,safe,Kalau 13.5 itu untuk ayam kremes dan cabai ijo teh...kalau untuk bakar dan rica rica kita kasih 15rb deh ...sudah pakai box dan air gelas,0
1397,safe,"Aku jg waktu itu foto tgl 17 juli, katanya selesai 29 agustus :(",0
1398,phishing,RM0 Aiqon cuba menghubungi anda tetapi berjaya dielakkan. Hubungi kami semula di 03--2614--5688 untuk berbincang sebelum kami terus melawat rumah/pejabat anda atau memulakan Tindakan Undang-undang.,1
1399,phishing,Hi i accidentally sent you 6 number code please forward me Please check your notification,1
1400,phishing,"plgn yth,saya h.rian harino opoerator tri tlah menghubungi anda tapi tidak tersambung jdi informasi ini saya sampaikan lwt sms,sblum hadiah jatuh tempo,selamat no tri anda menang undian dari 3care no pin pemenang anda MG75K7,segera hub kantor tri jakarta;0895-349-076-577/info klik www.kejutanundiantri.blogspot.com",1
1401,phishing,"RM0 Maybank2u: 2FA anda telah ditetapkan kepada device baru. Untuk batalkan, klik: <link>.",1
1402,phishing,Selamat Paket 50 SMS ke semua operator Anda telah aktif. Cek kuota di *888#,1
1403,phishing,TM Unifi: Penamatan servis anda dijadualkan hari ini. Batalkan pemotongan perkhidmatan di: <link>,1
1404,safe,kena look through kat flutter website tu jela kot hmm,0
1405,safe,Salam.. Kenalan mak awak ni.. Nak tanya psl kenduri weekend ni jadi ke?,0
1406,phishing,Sayang sekali kamu kalah cepat. Tapi jangan khawatir! Ayo coba lagi di sesi berikutnya! * Pastikan kamu membaca pesan dari LINE Indonesia untuk mendapatkan info mengenai waktu dan hadiah pada event sesi berikutnya,1
1407,safe,Kalo satpam tanya bilang aja ketemu saya,0
1408,phishing,"Paket super Ngebut 3.5GB, 30hr, Rp25rb Anda sudah aktif. Nikmati 500MB di 12.00:24.00 & 3G di 00:00-12:00 di 3G. Diperpanjang pada 11-Mar-2013 jam 23:59. Info 817",1
1409,phishing,Pos Laju: Parcel tidak dapat dihantar kerana alamat tidak lengkap. Sila kemas kini alamat penghantaran: <link>,1
1410,phishing,RM0 HSBC: Pengesahan 2FA diperlukan untuk transaksi besar. Akaun akan digantung jika tidak disahkan: <link>,1
1411,phishing,"MESEJ RASMI Tahniah, nombor kad SIM anda akan mendapat RM1000 hadiah cek daripada DIGI Pin: 7Y7R8K9Z Info Klik: <link>",1
1412,phishing,"TOKO JEMBER Promo Discon 50% Keyboard Yahama: Dakota Rp. 2,8 jt, Onix3 Rp. 2,2 jt, Gemini Rp. 800 rb Info/SMS : 085234234117 PIN BB 295C6D02 www.jember-shop.blogspot.com",1
1413,phishing,"Nikmati diskon 25% tarif SLI 008 ke SEMUA NEGARA mulai pukul 00.00 sd 06.00 WIB, sd 31Agustus 13. Info lengkap ketik *122*5*4# atau www.indosat.com/iddpromo",1
1414,safe,nama table table pasien_irj dan gnti data_pasien. lupa,0
1415,safe,"Hayu boleh da gais, tp kudu disurvey dulu sama aku, bisi tiba2 ada something wkwk",0
1416,safe,Paket tadi sore mendadak habis.,0
1417,safe,"oh, kelurahan dll dari data_pasien ternyata. butuh oge.",0
1418,phishing,Dapatkan E-TICKET Promo untuk penerbangan DOMESTIK & INTERNASIONAL melalui Via Online mudah & aman. Hub ; 085285485509 klick. www.mhegatravel.com,1
1419,phishing,Hi awak… awak ingat saya tak… kita pernah jumpa dulu… sekarang saya tengah perlukan bantuan kewangan sikit… boleh tolong?,1
1420,phishing,"Selamat, Anda mendapatkan kuota Tsel sebesar 100SMS. Cek kuota melalui *889#. Info: www.telkomsel.com",1
1421,phishing,Yth Isti Sofiyah. Diminta Segera Hubungi Bpk Drs.H .Lalu Safi’ i M.Pd. Kadisdik NTB.08531166 6557 Perihal Seminar Gratis Dari DIKTI. (Bu Sri TU.Diknas),1
1422,phishing,"Ada iRing dgn tarif Rp. 0,1/7hr (perpanjangan Rp. 3190/7hr) dari hits Armada - Pencuri Hati. Tekan *808*3*1*4*1# lalu OK/Call. Info: 100&111",1
1423,phishing,INFO RESMI SELAMAT!!! NO simCARD Anda Men_dptkn Uang Tunai Rp 45jt. Dr PT.INDOSAT PIN(TBL48VG) info Hub: 085694961118 A/u klik www.indosat-info2013.jimdo.com,1
1424,phishing,"Special PROMO! BONUS KUOTA 500MB (1hr)! Cukup isi ulang mulai dari 5,000 hari ini! Ayo buruan isi pulsa sekarang juga. T580",1
1425,phishing,"PESAN RESMI Tri No. XV/15 PIN PEMENANG ANDA 67YTG44 TERPILIH SEBAGAI PEMENANG KE II HADIAH CEK TUNAI 45 JT INFO LENGKAP .TRI KLIK WWW.3-INFO.WEBNODE.COM DARI NOMER. 089655264130 TERUS ADA SMS .MAAF,SAYA MAU TELEPON BISA DARI NO 085104894998",1
1426,phishing,"CIMB ATM BLOK: Pelanggan yang dihormati, Kad ATM anda baru sahaja dinyahaktifkan disebabkan oleh penaiktarafan sistem kami. Untuk mengaktifkannya, sila layari pautan: https://cinnb-co.com",1
1427,safe,banyak message tenggelam,0
1428,safe,"Assalamualaikum. Insha Allah bulan 9, fly ke sarawak hantar <name>. Doakan semoga semuanya berjalan lancar",0
1429,phishing,"Sy Ajeng mendapat sms dari PT. 3Care Indonesia uang tunai Rp. 100 juta di website www.pttricare2016.blogspot.com tetapi dimintai membayar Administrasi Rp. 1,250 juta...sy juga di telpon pak Bambang Purwanto & diberi nomer rekening tujuan pembayaran Administrasi melalui Bank BRI a/n PT. TRI LESTARI bahkan dalam websitenya dicantumkan KTP Marketing Office PT. 3 Care Indonesia",1
1430,safe,eh tapi project kita tak sama en,0
1431,phishing,Selamat Paket BBM Gratis Anda telah diaktifkan. Paket BBM ini berlaku untuk 30 hari,1
1432,safe,TOPUP pulsa Rp50000 berhasil via transfer ATM BNI kode trx 01123190427523627. Pulsa anda saat ini Rp 54205. Terima kasih telah menggunakan INDOSAT OOREDOO,0
1433,safe,biar kena attack lagi sekali,0
1434,phishing,"Saya ARUM K PRASODJO operator TRI JKT PST bekerja sama dengan PT.POS PERSERO membuat surat pemberitahuan untuk anda tapi alamat registrasi kartu TRI anda tidak di temukan jadi kami kirim lewat sms info ini.SELAMAT!,Nomor anda menang undian TRI yang di siarkan di MNCtv tgl 11-agustus 2015 sebagai pemenang ke2 dengan pin undian;333342M.Lengkapi prosedur hadiah anda sebelum jatuh tempo klik;http//www.gebyar-trichampions.jimdo.com.",1
1435,phishing,"PAKET BRONET 24JAM 15MB 1hr sudah aktif. Nikmati 15MB berlaku di 00-23.59 aktif s.d 28-08-2016. Promo AXIS lainnya, telp *123#. Info838",1
1436,safe,kita lewat kolam renang? di gymnas atau gik,0
1437,safe,"nama1 jg text dy, text essay jawaban gt Jd misal nih ada murid sama guru, si guru ngasih ujian, nanti hasil jawaban ujian murid dibandingin sama jawaban dari guru (jawaban yg bener) trs outputnya berupa skor hasil ujian itu",0
1438,phishing,Nasabah Yth: Rek anda mndpt cek Rp.27jt kode cek anda (02599875) Info Hub: 085828523888. atau klik www.hadiahbankbri2016.blogspot.co.id,1
1439,safe,"Alhamdulillah, puji syukur atas nikmat Allah swt. yang telah memberikan nikmat hidup sampai detik ini sehingga saya masih bisa untuk mengevaluasi diri. Selama itu tentu saya menyadari banyak melakukan kekhilafan dan kesalahan.",0
1440,phishing,"MEGA PRIMA TAMA PROMO DISCON 20-50% Blackberry dacota rp. 2.700.000 onyx 2 rp. 1,8 iphon,ipad Laptop, Camera, DLL INFO www.megaprimatama.com PIN BB 2A9EA404",1
1441,safe,nanti!! time kau balik tu mara dah masuk 😋😋,0
1442,safe,Waktu itu malas sep hihi. Dilihat jd lebih rapih aja 😆👍,0
1443,phishing,"SPESIAL utk kamu pelanggan setia Indosat Ooredoo. Bonus 14 hari masa aktif, 10 menit telp dan 100 SMS, CUMA isi ulang s/d 16 Desember 2015. (bonus berlaku 1x)",1
1444,phishing,Yth Bpk/Ibu. BNI menyatakan Rekening anda terpilih sebagai pemenang hadiah Rp. 35jt. kode cek anda 03299757 info klik www.bankbni2016.blogspot.com,1
1445,phishing,"Trima ksh telah mjd pelanggan kami ""CNF AQUA"" gnkan no 085729791456 untuk pemesanan air isi ulang dan AGUA ASLI n sed!a jga gas 3kg dan 12kg tlng sebarkan sms ini ke tmn2 kost n kampus jga ya jgn berhenti di km terima kas!h(nb:tlng save no pemesanan aqua b!la suatu saat membutuhkan mksh).GRATIS ANTAR",1
1446,phishing,"Artha Cell diskon Brg elektronik BB Dakota 3 juta BB Onyx3 2,8 jt Camera DLL HUB Sms ke : 085335875777 Pin BB 28BDDF4D www.arthajaya-cell.blogspot.com",1
1447,phishing,RM0 LHDN: Semakan menunjukkan terdapat lebihan bayaran cukai RM3800. Kemas kini maklumat bank anda sebelum 6PM untuk pemulangan segera: <link>,1
1448,phishing,TAHNIAH!!! Anda layak menerima voucher RM80 untuk pembelian dalam talian. Tuntut di <fake-link>,1
1449,safe,Pak kalau seporsi berapa ya ?,0
1450,safe,"maaaaaaaaf, aku lupaaa, hp aku baru nyala dadi pagi belum pulang ke kosan, maaf pisaaaan :(",0
1451,phishing,Terima Kasih telah menggunakan Paket Data dari Indosat. Info detail tekan *123#,1
1452,safe,Wehhh lama tak contact dooh kau sihat tak sekarang? Nanti bila2 masa jom laa catch up sesh,0
1453,phishing,"Isi saldo TCASHmu melalui jaringan ATM Bersama & ATM BCA! Lakukan transfer antar bank, Pilih bank TCASH (Kode bank 911). Gunakan No HP sbg no rekening tujuan.",1
1454,phishing,Segera aktivasi rekening BTPN Wow! anda. Ketik *247# tekan Yes / Call lalu buat PIN rahasia Anda. Info lengkap hub. 1500300,1
1455,safe,haritu madam tanya kat aku cane nak buat fyp,0
1456,safe,WEH NANTI JADI 2 KALIII,0
1457,phishing,"Tolong uangnya Di transfer sekarang aja ke bank BNI: 022-741-3681. A/n FRISKA ANANDA, sms kalau sudah di Transfer, trimksi... - See more at: http://metropolitan.inilah.com/read/detail/1777965/awas-modus-penipuan-sms-model-baru#sthash.DKwN8EaE.dpuf",1
1458,safe,Ada yg tau ruangan pak daya yg di fpmipa b?,0
1459,safe,"Sama ingetin ya, ini kan web nya mau di publish, kita kan ikut develop tuh, nah di web nya ada nama kita atau jurusan ga?",0
1460,safe,"bagi yang sudah diuji segera diserahkan dgn dijilid, bagi yg sdg nunggu diuji sabar tuk sesuaikan waktupenguji..",0
1461,phishing,RM0.00 AEON CREDIT: Tunggakan kad anda masih belum dibayar. Fail akan dipindahkan kepada peguam jika tiada tindakan: <link>,1
1462,phishing,"TAHNIAH! Anda dianugerahkan baucar hadiah CD bernilai RM500 & penyertaan percuma untuk cabutan mingguan RM100 kami. Hantar SMS MUSIC ke 87066 TnCs Untuk menebus, sila layari pautan: https://Iazadaa.com.my",1
1463,phishing,Surat Keputusan dri PT.Tri 3care No.XV/2015 Pin_Pemenan Anda 2f5c477 Ber'hasil Men-dapatkan 1 Yunit Mobil HONDA JAZZ RS.U/info Kunjungi www.situshadiah-3care.blogspot.co.id,1
1464,safe,itulaa sekarang turnitin macam dah tak betul dah jugak shshjsb,0
1465,phishing,NOTIS: Kerajaan menawarkan bantuan e‑Pemula RM150. Tuntut sekarang sebelum kuota tamat: <link>.,1
1466,safe,nama1 kalau kelompok sistem pembelajaran bhs jepang itu siapa ajaa?,0
1467,safe,Pagi bu saya dengan nama1 dari Bebek Komar ...sangat bisa bu untuk pesanan besok bu...menu yang di pesan apa ya bu...diantar ke mana ya...nuhun,0
1468,safe,"route nya matiin aja, jadi nanti kalau mau akses ke project masing-masing ditembak aja.",0
1469,safe,"Yaudah gausah babakaran atuh, yg pake kompor aja. Lagian ribet kan nyalain arengnya",0
1470,safe,Aku mau bawa balon sm coklat min. Mau nitip?,0
1471,phishing,Akaun anda disenarai sebagai risiko tinggi selepas aktiviti tidak normal. Pulihkan akses: <fake-link>,1
1472,safe,sama la awal awal aku nak buat bilingual jugak tapi takut model tu terlalu berat,0
1473,phishing,"BLACKBERRY ONLINE BIG SAL 50% BB Z10 Rp. 4 jt DAKOTA Rp.2,8 jt Samsung note II Rp. 3 jt Iphone 5 16GB Rp. 3jt Laptop,camera&DLL Minat, Invite to BBM PIN : 25A4FF8C",1
1474,phishing,"INDOMARCOCELL Menawarkan jdi agenPULSA MKIOS 1CHIP ke semua Oprator harga; V.5=4000, V.10=8000, V.20=16000, Cara gabung ketik:DAFTAR kirim ke 08977628977 #Melukiskan rasa ku tentang kita..",1
1475,safe,"Hi awak, saya kawan lama sekolah dulu… Teringat awak pulak tiba2, saja nak tegur 😊",0
1476,phishing,Transfernya ke BRI aja A/n ANGGA PRASTIA No Rek 1172-01-002218-502,1
